,img_name,question,h,r,t,answer,fold
8479,113400220220819164304.jpg,이미지에서 동물의 피부와 관련된 것은 뭐지?,taxidermy,RelatedTo,animal,Taxidermy,3.0
8480,130700220220628144010.jpg,이미지 속 사람은 무엇에 해당할까?,Human,phylum,Chordate,chordate,3.0
8481,120400320220627131553.jpg,이미지 속 파충류는 무엇이야?,Scincella vandenburghi,class,Reptile,lizard,3.0
8482,120200920220623162246.jpg,이미지 속 햄스터는 어디에 해당하는 동물이야?,Hamster,order,Rodent,rodents,3.0
8483,110101320220809182051.jpg,현명악기에 속하는 피아노는 어느 나라의 발명품일까?,Piano,subject,Chordophone,italy,3.0
8484,120202520220824184324.jpg,이미지 내의 해변에서 로라시아상목에 속하는 건 뭐야?,Cetacea,superorder,Laurasiatheria,whale,3.0
8485,140401320220921143447.jpg,이미지 내 식물의 미분류목은 뭘까?,Adzuki bean,kingdom,Plant,Rosids,3.0
8486,140101120221118165650.jpg,이미지 내 열대 과일이 해당하는 아과는 뭐야?,Durian,subject,Tropical fruit,Helicteroideae,3.0
8487,120210520220907172155.jpg,이미지에서 타이의 상징에 해당하는 동물은 뭐지?,Asian elephant,subject,thai symbol,indian elephant,3.0
8488,120201320220623153929.jpg,이미지 속 케냐의 상징인 동물은 무엇일까?,Lion,subject,Kenya's symbol,lion,3.0
8489,120201020220623172810.jpg,이미지 내 소목에 속하는 동물의 이름은 뭐지?,Hippopotamus,order,Even-toed ungulate,hippopotamus,3.0
8490,115200520220801113326.jpg,쇼핑카트를 발명한 나라는 어느 나라야?,Shopping cart,subject,american_invention,usa,3.0
8491,140100520220628173150.jpg,이미지 안 귤속에 포함되는 과일은 무엇이지?,Orange (fruit),subject,Citrus,orange,3.0
8492,120200420220622155829.jpg,이미지에서 가축으로 키우는 동물은 뭐야?,Camel,subject,Livestock,camel,3.0
8493,120900520220802130340.jpg,범배아목에 속하는 소라게의 상과는 뭘까?,Hermit crab,superfamily,Hermit crab,Paguroidea,3.0
8494,120102220220823133828.jpg,이미지에 절지동물은 무슨 목에 해당할까?,Scarlet skimmer,order,Odonata,Odonata,3.0
8495,122203620220913160020.jpg,이미지 안 중앙아메리카와 관련된 새는 뭐야?,macaw,RelatedTo,central america,macaw,3.0
8496,130700320220926103117.jpg,이미지 속 거실에 있는 스코틀랜드의 발명품은 뭘까?,Television,subject,scotland_invention,tv,3.0
8497,133700620220725112308.jpg,전자 부품에 해당하는 램프를 다른 말로 뭐라고 해?,Light bulb,subject,Electronic component,electrical light,3.0
8498,115200520220801104008.jpg,이미지에서 미국의 발명품은 뭐지?,Shopping cart,subject,american_invention,shopping cart,3.0
8499,141501320220923154604.jpg,이미지 속 유독식물의 미분류목은 뭐야?,Cicuta virosa,subject,Poisonous plants,Asterids,3.0
8500,140100120220628162420.jpg,이미지 안의 사과는 무엇에 속하는 과일이야?,Apple,family,Rosaceae,rosaceae,3.0
8501,130801120220805174855.jpg,이미지에서 헝가리의 발명품은 무엇일까?,Ballpoint pen,subject,Hungarian invention,ballpoint pen,3.0
8502,141900720220727142411.jpg,이미지 안 리치는 어떤 목에 포함되는 식물이지?,Lychee,kingdom,Plant,Sapindales,3.0
8503,120700120220624132434.jpg,이미지 안 해파리는 무슨 동물일까?,Jellyfish,phylum,Cnidaria,Cnidaria,3.0
8504,120209420220802145758.jpg,이미지 속 코요테의 문은 무엇이니?,Coyote,phylum,Chordate,chordate,3.0
8505,130100520220810181604.jpg,이미지 속 개인화기를 뭐라고 해?,Rifle,subject,personal weapon,rifle,3.0
8506,152300320220714113520.jpg,이미지 속 스포츠 장비를 뭐라고 부를까?,Parachute,subject,sports_equipment,parachute,3.0
8507,122203120220802180919.jpg,이미지 속에서 파도와 관계있는 건 뭐지?,wave,RelatedTo,water,the water,3.0
8508,114800420220720113645.jpg,이미지 안의 학교 학생들을 가르칠 수 있는 건 누구야?,a teacher,CapableOf,school students,a teacher,3.0
8509,140801120221121141620.jpg,이미지 속 덩굴식물은 어느 나라의 상징일까?,Rose,subject,Vine,usa,3.0
8510,130701120220803180940.jpg,이미지 안 흔들림과 관련 있는 것은 뭐야?,rocking chair,DerivedFrom,rocking,rocking chair,3.0
8511,140401220220711132312.jpg,이미지 안의 배나무아과에 해당하는 것은 무슨 목에 포함되지?,Apple,order,Rosales,Rosales,3.0
8512,120210620220907180336.jpg,이미지 속 목초지에 있는 동물은 뭘까?,cow pasture,IsA,pasture,african elephant,3.0
8513,130500120220809180118.jpg,이미지 속에 있는 척추동물은 어떤 하목에 속하니?,Human,subphylum,Vertebrate,Simiiformes,3.0
8514,120800420220708135521.jpg,이미지 속 상어는 무슨 부류에 속해 있어?,Shark,subclass,Elasmobranchii,Elasmobranch,3.0
8515,130100620220715163337.jpg,이미지 속 투척무기는 뭐라고 부르니?,Grenade,subject,throwing weapon,hand grenade,3.0
8516,122201120220707182528.jpg,거위는 무엇에 속하는 동물이지?,Domestic goose,subject,Anatidae,Anatidae,3.0
8517,141201520220726161245.jpg,이미지에 있는 가락지나물의 아과는 뭐야?,Potentilla reptans,subfamily,Rosoideae,Rosoideae,3.0
8518,160200520220823140940.jpg,이미지 속 기차역에 있는 척추동물을 뭐라고 하지?,Human,subphylum,Vertebrate,people,3.0
8519,151800820220823165057.jpg,이미지 속 올림픽 경기 종목에 해당하는 것은 뭐야?,Shot put,subject,Olympic sports,shot put,3.0
8520,120200320220622154325.jpg,이미지 안 곰은 무엇에 속하니?,Bear,phylum,Chordate,chordate,3.0
8521,134700220221005182124.jpg,이미지 속 유체역학과 관련된 항공기의 부품은 뭐니?,Wing,subject,Fluid mechanics,a wings,3.0
8522,110501520220801141251.jpg,이미지 속 농업용 건축물에 해당하는 장소는 어디니?,Greenhouse,subject,Agricultural_Building,greenhouse,3.0
8523,130601220220802175741.jpg,이미지 속 인도의 상징은 무엇이니?,Spinning wheel,subject,symbol of india,potter's wheel,3.0
8524,111200420220706153811.jpg,이미지 내 회화에 속하는 것은 뭐야 ?,Watercolor painting,subject,Painting,water stroke,3.0
8525,140800520220708174318.jpg,이미지 내 두릅나무과 식물은 무엇에 속해?,Hedera helix,family,Araliaceae,Hedera,3.0
8526,170700120220915165353.jpg,이미지 속 음식을 주문할 때 사용하는 목록은 뭐야?,a menu,UsedFor,ordering food,menu,3.0
8527,180601220220927102846.jpg,이미지 안의 기는 어느 나라의 상징이지?,Flag of the United Kingdom,subject,symbol of england,great britain,3.0
8528,121500120220816143804.jpg,수아강에 속하는 빈치류 동물은 무엇일까?,Anteater,subject,Xenarthra,anteater,3.0
8529,110102720220923150206.jpg,이미지 안 거리에 있는 페루의 악기는 무엇이니?,Cajón,subject,peruvian musical instrument,crate,3.0
8530,114801020220719171341.jpg,이미지 내에 있는 모델 생물에 속하는 개는 무엇에 포함될까?,Dog,subject,Model organism,Carnivora,3.0
8531,113700420220719102728.jpg,이미지 속 수도 시설은 뭐지?,Water tank,subject,water supply_facility,Water tank,3.0
8532,122203520220804112339.jpg,이미지 속 가톨릭 전례용품은 뭐야?,Water,subject,Catholic_liturgical items,the water,3.0
8533,120201220221101160050.jpg,이미지 내 살아있는 화석으로 불리는 동물은 뭐야?,Koala,subject,Living fossil,koala,3.0
8534,120800620221007183532.jpg,이미지 속 척추동물의 아강은 뭐지?,Eel,subclass,Neopterygii,Neopterygii,3.0
8535,132101320220708114120.jpg,이미지 속 생활용품은 무엇을 위해 쓰이니?,Shampoo,subject,Hygiene,Hygiene,3.0
8536,141901320220727183108.jpg,이미지 내 바하마의 식물상에 해당하는 것의 미분류문은 뭐지?,Papaya,subject,Flora of the Bahamas,ia genus,3.0
8537,112900120220718160637.jpg,이미지 속에서 광고는 어떤 디자이너와 관련 있을까?,graphic designer,RelatedTo,advertising,Graphics,3.0
8538,120201920220623145726.jpg,이미지 속 개아목에 해당하는 동물의 이름은 뭐니?,Red panda,suborder,Caniformia,red panda,3.0
8539,121900220220707163941.jpg,이미지 안의 해양 포유류에 속하는 것은 무엇이니?,Walrus,subject,Marine mammal,walrus,3.0
8540,132600420220721174118.jpg,이미지 내 치약은 어떤 용품일까?,Toothpaste,subject,oral hygiene products,oral hygiene,3.0
8541,211000420220926124037.jpg,이미지 내 회색의 도자기는 무엇이지?,Celadon,subject,Porcelain,celadon,3.0
8542,180300220220915140724.jpg,이미지에서 영장상목에 해당하는 척추동물은 뭐야?,Human,superorder,Euarchontoglires,people,3.0
8543,141201720220726175631.jpg,약용식물에 해당하는 결명차의 미분류목은 뭐야 ?,Senna tora,subject,Medicinal plants,Rosids,3.0
8544,110200920220810171003.jpg,이미지 속 멕시코 요리를 뭐라고 하지?,Cake,subject,Mexican cuisine,cakes,3.0
8545,113300220220718162508.jpg,재봉틀은 어느 나라의 발명품이지?,Sewing machine,subject,England's invention,england,3.0
8546,130301720220628133711.jpg,이미지 속 중국의 발명품은 무엇이니?,Kite,subject,chinese invention,kite,3.0
8547,120201020220624101726.jpg,이미지 내 포유류에 해당하는 척삭동물은 뭐야?,Hippopotamus,class,Mammal,hippopotamus,3.0
8548,120203820220707160049.jpg,이미지 안 박쥐는 무슨 동물이야?,Bat,phylum,Chordate,chordate,3.0
8549,211000420220922132909.jpg,이미지 내 유약을 칠한 도자기는 뭐야?,Celadon,subject,Porcelain,celadon,3.0
8550,114800920220719164620.jpg,이미지 속 벌과 관련된 직업은 뭐야?,beekeeper,RelatedTo,bee,beekeeper,3.0
8551,110200820220621141133.jpg,이미지 속의 영국 요리는 무엇이니?,Doughnut,subject,British cuisine,doughnut,3.0
8552,114500220220719140402.jpg,이미지 속 농기구의 이름은 뭐야?,Shovel,subject,Agricultural machinery,shovel,3.0
8553,140200720221005180515.jpg,이미지 내 식용작물의 과는 뭘까?,Sweet potato,subject,food crops,Convolvulaceae,3.0
8554,120202520220824142942.jpg,이미지 안에 있는 해양 포유류는 어떤 동물이라고 해?,Cetacea,subject,Megafauna,Megafauna,3.0
8555,120204620220809162723.jpg,이미지에서 하이에나는 무슨 아목에 해당하지?,Hyena,suborder,Feliformia,Feliformia,3.0
8556,120100920220812133259.jpg,이미지 속 절지동물에 해당하는 것의 목은 뭐야?,Tenodera angustipennis,order,Blattodea,blattodea,3.0
8557,161300220220915103119.jpg,이미지 속 해변에 있는 부서진 배를 뭐라고 해?,driftwood,AtLocation,beach,shipwreck,3.0
8558,180400220220907164848.jpg,이미지에서 스코틀랜드의 발명품에 해당하는 탈것은 뭐야?,Bicycle,subject,Vehicle,bikes,3.0
8559,141700220221017164518.jpg,이미지 안 식물의 미분류목은 뭐야?,Camellia japonica,kingdom,Plant,Asterids,3.0
8560,150100420220824151212.jpg,이미지 속 발리볼이라는 별칭에 해당하는 것은 뭐야?,Volleyball,nickname,Volleyball,volleyball,3.0
8561,140101620220718155805.jpg,이미지 안의 열대 과일은 무슨 과에 해당하니?,Avocado,subject,Tropical fruit,Lauraceae,3.0
8562,210500520221024153237.jpg,이미지 속 충청남도의 사적은 어느 시대의 건축물이니?,Donam Seowon,era,Joseon,Joseon,4.0
8563,140600620220711103906.jpg,이미지 속 진정쌍떡잎식물인 생물은 어디에 속해?,Amaranthus tricolor,subject,Amaranthaceae,Amaranthaceae,4.0
8564,120203320220707151046.jpg,이미지 안에 옷을 디자인할 때 사용하는 물품은 무엇이니?,Button,subject,Fashion design,buttons,4.0
8565,132303020220708155703.jpg,이미지 속 회전기로 불리는 물체는 뭐지?,Propeller,subject,rotator,propeller,4.0
8566,132100320220816134805.jpg,이미지에서 러시아의 발명품에 해당하는 것은 뭘까?,Radiator,subject,russian invention,radiator,4.0
8567,110102220220923133748.jpg,이미지 속 타악기는 그리스어계 외래어로 어떻게 불리지?,Xylophone,subject,Percussion instrument,xylophone,4.0
8568,120201820220623143720.jpg,이미지 안 토끼는 무엇에 포함되는 동물이야?,Leporidae,phylum,Chordate,chordate,4.0
8569,120400820221011170032.jpg,이미지 속 한국의 파충류는 무슨 문에 해당할까?,Amur softshell turtle,subject,List of reptiles of Korea,chordate,4.0
8570,141402520220726155239.jpg,이미지 안 붓꽃과는 무슨 목에 속하지?,Iris domestica,family,Iridaceae,Asparagales,4.0
8571,160202420220921164839.jpg,철도 선로가 나온 이미지에 있는 독일의 발명품은 무엇일까?,a railroad track,AtLocation,a train station,streetcar,4.0
8572,122203020220906175756.jpg,이미지에서 다리를 서는 용도 사용하는 동물의 목은 무엇이니?,Woodpecker,order,Piciformes,Piciformes,4.0
8573,150102120220718140225.jpg,이미지 속 수상 스포츠는 뭐야?,Water polo,subject,List of water sports,water polo,4.0
8574,120700220220707184147.jpg,이미지 내 말미잘은 무엇에 포함되는 동물일까?,Sea anemone,phylum,Cnidaria,Cnidaria,4.0
8575,120400120220823152250.jpg,이미지 속 파충류의 목은 무엇이니?,Turtle,class,Reptile,turtle neck,4.0
8576,140601320220726115611.jpg,속씨식물에 속하는 광대나물의 과는 뭘까?,Lamium amplexicaule,family,Lamiaceae,Lamiaceae,4.0
8577,122202820220728170554.jpg,참새는 무슨 목에 해당할까?,Eurasian tree sparrow,phylum,Chordate,chordate,4.0
8578,120201320220822115317.jpg,이미지 속 거대동물의 아문은 뭐야?,Lion,subject,Megafauna,vertebrate,4.0
8579,141601420220727135352.jpg,마편초의 미분류목은 무엇일까?,Verbena officinalis,unclassified_order,Asterids,Asterids,4.0
8580,120800520220708143915.jpg,이미지에서 잉어는 무슨 부류에 속해 있니?,Eurasian carp,class,Actinopterygii,Actinopteri,4.0
8581,122203520220804130103.jpg,사다새의 문은 무엇일까?,Pelican,phylum,Chordate,chordate,4.0
8582,113400320220718175241.jpg,이미지에서 포획을 위한 장치는 뭐야?,mousetrap,RelatedTo,device,mousetrap,4.0
8583,122203220220802131331.jpg,이미지에서 신조류인 코뿔새의 강은 어디에 속해?,Hornbill,class,Bird,bird,4.0
8584,110400220220816180845.jpg,이미지 안의 도로 시설물은 뭐니?,Fire hydrant,subject,road_facility,fire hydrant,4.0
8585,110101620220811181822.jpg,이미지 속 기명악기를 뭐라고 부르지?,Trumpet,subject,Aerophone,trumpet,4.0
8586,120210620220907183952.jpg,이미지 내 초원 목초지에 있는 포유류는 무엇이지?,cow pasture,IsA,pasture,african elephant,4.0
8587,120203420220707111040.jpg,이미지 내의 너구리는 무슨 부류에 속해 있니?,Common raccoon dog,class,Mammal,a mammal,4.0
8588,132102120220804172414.jpg,이미지 안 쓰레받기와 함께 쓰이는 도구는 뭐야?,Human,order,Primate,beebrush,4.0
8589,141900620220727134435.jpg,이미지 내 람부탄 무슨 과에 속하는 식물이야?,Rambutan,family,Sapindaceae,Sapindaceae,4.0
8590,111100320220706134246.jpg,이미지 안에 사람은 무엇에 속하는 동물이야?,Human,superfamily,Ape,ape,4.0
8591,141900420220727113843.jpg,이미지 내 과육이 있는 열대 과일의 미분류강은 뭘까?,Guava,subject,Tropical fruit,Eudicot plant,4.0
8592,114900220220720114409.jpg,이미지 속 덮을 수 있는 침구는 뭐지?,Blanket,subject,Bedding,futon,4.0
8593,180600820220926134514.jpg,이미지 속 영장류는 무슨 문에 해당할까?,Human,order,Primate,chordate,4.0
8594,110101420220620141803.jpg,이미지 속의 목관 악기는 어느 나라에서 발명했을까?,Saxophone,subject,Woodwind instrument,Belgium,4.0
8595,141600820220712183706.jpg,이미지 안의 허브가 속한 과는 무엇이야?,Mentha canadensis,subject,Hub,Lamiaceae,4.0
8596,122203620220913162929.jpg,이미지 내 앵무새를 뭐라고 부를까?,macaw,IsA,parrot,macaw,4.0
8597,132300320220708135344.jpg,이미지 안의 나침반은 무슨 기기에 해당할까?,Compass,subject,navigation_instrument,Navigation,4.0
8598,122202920220802155550.jpg,이미지에서 매목에 속하는 척삭동물은 뭐야?,Cinereous vulture,order,Falconiformes,eagle,4.0
8599,120807520220721145011.jpg,이미지 속 청어는 무슨 문에 포함되는 동물일까?,Pacific herring,kingdom,Animal,chordate,4.0
8600,141203220220726144554.jpg,얼레지의 미분류문은 무엇이지?,Erythronium japonicum,unclassified_phylum,Flowering plant,ia genus,4.0
8601,160700720220921181117.jpg,이미지 속 바다에 있는 선박은 무엇이니?,a shark,AtLocation,any ocean,container ship,4.0
